"title","obis","records","totalrecords","fraction","taxa","org_title","org_country","installation_title","node_title"
"Invertebrate specimens in the Wakayama Prefectural Museum of Natural History, Japan.",,6398,7288,0.88,3934,"National Museum of Nature and Science, Japan","JP","Museum Node of Japan","GBIF Japan"
"KUBI Ichthyology Tissue Collection",,6373,9570,0.67,2137,"University of Kansas Biodiversity Institute","US","KU Biodiversity Institute IPT","U.S. Geological Survey"
"Echinoderm collection of National Museum of Nature and Science",,6233,6425,0.97,789,"National Museum of Nature and Science, Japan","JP","Museum Node of Japan","GBIF Japan"
"Assemblage of planktonic foraminifera for the last glacial maximum (LGM) in sediment cores from the South Atlantic",,6176,6187,1.00,31,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron",,6138,6138,1.00,328,"Australian Institute of Marine Science","AU","ALA.org.au","Atlas of Living Australia"
"Planktic foraminiferal assemblage for the 10kyr time slice from different sediment cores",,6119,6183,0.99,28,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Fungal Biodiversity Centre (CBS) - Fungi strains",,6087,36455,0.17,1819,"CBS Fungal Biodiversity Centre","NL","NLBIF IPT","Netherlands Biodiversity Information Facility"
"globec/soglobec/process/krill",,6011,6011,1.00,5,"Antarctic Biodiversity Information Facility (ANTABIF)","","Scientific Committee on Antarctic Research - Marine Biodiversity Information Network (SCAR-MarBIN)","Scientific Committee on Antarctic Research (SCAR)"
"South Western Pacific Regional OBIS Data Bryozoan Subset (South Western Paci fic OBIS)",t,5994,6013,1.00,511,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"Colección de Anélidos Poliquetos del Pacífico Mexicano (UANL)",,5990,6000,1.00,570,"Comisión nacional para el conocimiento y uso de la biodiversidad","MX","REMIB_UANL","Biodiversity Information System of Mexico"
"Gothenburg Herbarium - General (GBIF:IH:GB:Herbarium)",,5908,141213,0.04,330,"GBIF-Sweden","SE","IPT GBIF-Sweden","GBIF Sweden"
"PEUFR - Herbário Professor Vasconcelos Sobrinho",,5890,19228,0.31,376,"Universidade Federal Rural de Pernambuco","BR","speciesLink Network / INCT-HVFF IPT","GBIF Brazil"
"Marine and Coastal Management - Demersal Surveys (years 1983-1985) (AfrOBIS)",t,5869,5869,1.00,74,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"British Lichen Society - BLS Lichen Database: Wales",,5862,96744,0.06,83,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"(Table 1) Occurrence of selected planktonic foraminifers, other microfossils, and lithologic components at DSDP Hole 96-619",,5861,6218,0.94,28,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Dead benthic foraminifera in South Atlantic surface sediments",,5830,5990,0.97,96,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Provincial Museum of Alberta, Edmonton, AB, Canada. Birds (Aves)",,5821,26159,0.22,278,"Canadian Biodiversity Information Facility","CA","CBIF DiGIR Provider","Canada Biodiversity Information Facility"
"Belgian Coccinellidae - Ladybird beetles in Belgium",,5819,37810,0.15,1,"Research Institute for Nature and Forest (INBO)","BE","INBO IPT","Belgium Biodiversity Information Facility"
"Nannofossil assemblage in surface sediments",,5790,7164,0.81,29,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Birds (JNHM-BI)",,5763,24845,0.23,86,"Folklore and Natural History Museum","KR","KBIF IPT","Korean Biodiversity Information Facility"
"Cumbria Biodiversity Data Centre - Cumbria Biodiversity Data Centre. Vertebrate Observation Records, other than Birds. Pre-2010 for Cumbria",,5758,42485,0.14,50,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"Planktonic foraminifera in ODP Hole 160-963A",,5750,5750,1.00,11,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Appendix 3) Assemblage of benthic foraminifera in sediment core M5/2_KL15",,5718,5783,0.99,90,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Table 9) Percentages of planktonic foraminiferal taxa from Site GIK17940",,5695,5963,0.96,25,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Relative abundance of benthic foraminifera in sediment core M5/2_KL15",,5681,5746,0.99,87,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Distribution of planktonic foraminifera in sediment core MD95-2041",,5675,5675,1.00,24,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Merseyside BioBank - North Merseyside Birds (verified)",,5660,34482,0.16,70,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"Inland Fisheries Ireland data on freshwater fish in Irish lakes",,5629,5630,1.00,22,"National Biodiversity Data Centre","IE","HTTP Installation","National Biodiversity Data Centre"
"Highland Biological Recording Group - HBRG Vertebrates (not Badger) Dataset",,5604,28518,0.20,45,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"Histroical benthic dredge samples from the southern baltic and the North Sea (EurOBIS)",t,5599,5644,0.99,492,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"Snow Petrel nest census, Mawson region 2004/05",,5588,5588,1.00,2,"Australian Antarctic Data Centre","AU","DiGIR Installation","Atlas of Living Australia"
"Visfauna - Juvenile and adult fishes in riparian habitats along the river Yser in Flanders, Belgium",,5580,5824,0.96,18,"Research Institute for Nature and Forest (INBO)","BE","INBO IPT","Belgium Biodiversity Information Facility"
"Bishop Museum Data (OBIS distribution) (USOBIS)",t,5580,5612,0.99,2160,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"Banc de dades de biodiversitat de Catalunya-MolusCat",,5557,11772,0.47,766,"Banc de dades de biodiversitat de Catalunya","ES","BioCASe Installation Banc de dades de biodiversitat de Catalunya","GBIF Spain"
"University of Alberta Ichthyology Collection (UAMZ)",,5488,10132,0.54,921,"University of Alberta Museums","CA","University of Alberta Museums IPT","Canada Biodiversity Information Facility"
"SDNHM Birds Collection",,5488,48776,0.11,346,"San Diego Natural History Museum","US","IPT - Hosted by VertNet","U.S. Geological Survey"
"Distribution of planktic foraminifera of sediment core M35027-1",,5472,5641,0.97,27,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Appendix 1) Census data of planktic foraminiferal faunas together with estimates of mean annual SST for ODP Site 181-1123",,5459,5459,1.00,19,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"North & East Yorkshire Ecological Data Centre - North and East Yorkshire Ecological Data Centre - Non-sensitive Records from all taxonomic groups.",,5456,308032,0.02,262,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"Birds collection of Yamashina Institute for Ornithology",,5442,28495,0.19,257,"National Museum of Nature and Science, Japan","JP","Museum Node of Japan","GBIF Japan"
"Fish collection of the Museum of Nature and Human Activities, Hyogo",,5432,23531,0.23,109,"National Museum of Nature and Science, Japan","JP","Museum Node of Japan","GBIF Japan"
"Marine Biological Association - 2005-Ongoing United Kingdom MarLIN Shore Thing timed search results",,5421,5421,1.00,21,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"Centre d'Estudis Avançats de Blanes. Limnological Observatory of the Pyrenees",,5418,10504,0.52,84,"Centre for Advanced Studies of Blanes, CSIC","ES","TAPIR Installation","GBIF Spain"
"Davis Strait and Baffin Bay Zooplankton (OBIS Canada)",t,5400,5400,1.00,72,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"Staffordshire Ecological Record - SER Species-based Surveys",,5361,341595,0.02,241,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"(Supplement 1) Relative abundance of planktic foraminifera in sediments of the last 560 kyr of ODP Hole 165-999A, Caribbean Sea",,5323,5361,0.99,30,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Planktic foraminifera counts of sediment core PS2644-5",,5294,5294,1.00,1,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Ibaraki Nature Museum, Algae collection",,5269,5314,0.99,249,"National Museum of Nature and Science, Japan","JP","Museum Node of Japan","GBIF Japan"
"Distribution of planktic foraminifers of sediment core GIK15612-2",,5265,5286,1.00,24,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Flora Mycologica Iberica Project database",,5262,53593,0.10,165,"Real Jardín Botánico (CSIC)","ES","GBIF Spain IPT","GBIF Spain"
"CeDoc de Biodiversitat Vegetal: BCN-Phycophyta",,5256,5257,1.00,334,"CeDoc of Plant Biodiversity (CeDocBIV), Univ. Barcelona","ES","TAPIR Installation","GBIF Spain"
"Jena Microbial Resource Collection (JMRC) at Leibniz Institute for Natural Product Research and Infection Biology e.V. Hans-Knöll-Institute (HKI) and Friedrich Schiller University Jena",,5230,12660,0.41,172,"Staatliche Naturwissenschaftliche Sammlungen Bayerns","DE","BioCASe Installation Staatliche Naturwissenschaftliche Sammlungen Bayerns","GBIF Germany"
"Harvard University Herbaria",,5225,463957,0.01,649,"Harvard University Herbaria","US","Harvard University Herbaria IPT installation","U.S. Geological Survey"
"Anymals+plants - Citizen Science Data",,5220,13126,0.40,168,"Museum für Naturkunde Berlin","DE","BioCASe Installation Museum für Naturkunde Berlin","GBIF Germany"
"Meiobenthos of subtidal sandbanks on the Belgian Continental Shelf (EurOBIS)",t,5201,5201,1.00,162,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"NCSM Birds Collection",,5196,20796,0.25,267,"North Carolina State Museum of Natural Sciences","US","IPT - Hosted by VertNet","U.S. Geological Survey"
"Free-living Nematodes from Patagonia coastal lagoons (Chubut, Santa Cruz, Argentina).",,5193,5193,1.00,33,"Centro Nacional Patagonico - CONICET","AR","IPT CENPAT-CONICET","GBIF Argentina"
"Inventaire National du Patrimoine Naturel : Programme CARTHAM: Inventaire biologique dans le cadre de Natura 2000 en Mer",,5161,5161,1.00,515,"SPN - Service du Patrimoine naturel, Muséum national d'Histoire naturelle, Paris","FR","HTTP Installation","GBIF France"
"(Table A.01) Planktic foraminiferal census data of sediment core GIK23414-6",,5157,5157,1.00,17,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Missouri Botanical Garden",,5150,3052003,0.00,105,"Missouri Botanical Garden","US","Missouri Botanical Garden (MO)","U.S. Geological Survey"
"Harold W. Manter Laboratory of Parasitology Collection",,5135,11504,0.45,1243,"Arctos","US","Arctos","U.S. Geological Survey"
"The Scottish Ornithologists' Club - Highland bird data 2002 - 2003 - non-breeding records",,5123,9044,0.57,91,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"Gulf of Maine Bottom Trawl Survey Data (NEFSC,NMFS,NOAA)(USOBIS)",t,5115,5115,1.00,110,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"Marine Invertebrata specimens deposited in the Fukui City Natural History MUSEUM, Japan.",,5059,6116,0.83,1884,"National Museum of Nature and Science, Japan","JP","Museum Node of Japan","GBIF Japan"
"Nest census, Windmill Islands 2002/03",,5056,5056,1.00,7,"Australian Antarctic Data Centre","AU","DiGIR Installation","Atlas of Living Australia"
"Fishes in the Argentine Sea from 1967 to the present time (OBIS South America, SOUTHERN OCEAN SUB-NODE)",t,5012,5013,1.00,121,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"Museu de Ciències Naturals de Barcelona: MCNB-Malac",,4998,18514,0.27,777,"Natural History Museum of Barcelona","ES","GBIF Spain IPT","GBIF Spain"
"MGC Herbarium of University of Malaga (Spain): MGC-Algae dataset",,4977,5006,0.99,855,"University of Malaga","ES","GBIF Spain IPT","GBIF Spain"
"Free-living marine Nematodes from San Antonio bay (Río Negro, Argentine) 2009.",,4966,4966,1.00,54,"Centro Nacional Patagonico - CONICET","AR","IPT CENPAT-CONICET","GBIF Argentina"
"Invertebrates (Type Specimens) of the Swedish Museum of Natural History",,4966,5354,0.93,2960,"GBIF-Sweden","SE","IPT GBIF-Sweden","GBIF Sweden"
"CABI Bioscience Genetic Resource Collection",,4958,19431,0.26,1155,"CABIDiGIR Provider","","DiGIR Installation","CABI Bioscience"
"The Pisces Collection at the Staatssammlung für Anthropologie und Paläoanatomie München",,4951,6532,0.76,707,"Staatliche Naturwissenschaftliche Sammlungen Bayerns","DE","BioCASe Installation Staatliche Naturwissenschaftliche Sammlungen Bayerns","GBIF Germany"
"DINA",,4922,88687,0.06,234,"Swedish Museum of Natural History","SE","IPT GBIF-Sweden","GBIF Sweden"
"University of British Columbia Herbarium (UBC) - Fungi Collection",,4913,43555,0.11,494,"University of British Columbia","CA","Canadensys repository","Canada Biodiversity Information Facility"
"Museo Nacional de Ciencias Naturales, Colección de Malacología",,4909,8284,0.59,1756,"Spanish National Museum of Natural Sciences (CSIC)","ES","TAPIR Installation","GBIF Spain"
"Gwaii Haanas Marine Plants (OBIS Canada)",t,4886,4942,0.99,338,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"HUEFS - Herbario da Universidade Estadual de Feira de Santana",,4876,168224,0.03,372,"Universidade Estadual de Feira de Santana","BR","speciesLink Network / INCT-HVFF IPT","GBIF Brazil"
"Abundance of benthic infauna in surface sediments from the North Sea sampled during HEINCKE cruise HE133",,4851,4851,1.00,254,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Collection Crustacea - ZIM Hamburg",,4757,5465,0.87,1153,"Senckenberg","DE","BioCASe Installation Senckenberg","GBIF Germany"
